#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2010-01-01 00:00:00+00:00 2010-12-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
HPN,2010-01-01 00:56,-73.7075,41.0669,30.92,26.96,85.05,0.00,0.00,M,30.03,1017.80,7.00,M,OVC,   ,   ,   ,1300.00,M,M,M,M,M,M,M,M,M,M,30.92,METAR KHPN 010056Z 00000KT 7SM OVC013 M01/M03 A3003 RMK AO2 SLP178 T10061028
HPN,2010-01-01 01:56,-73.7075,41.0669,30.92,26.96,85.05,20.00,3.00,M,30.02,1017.60,8.00,M,OVC,   ,   ,   ,1300.00,M,M,M,M,M,M,M,M,M,M,27.45,METAR KHPN 010156Z 02003KT 8SM OVC013 M01/M03 A3002 RMK AO2 SLP176 T10061028
HPN,2010-01-01 02:56,-73.7075,41.0669,30.92,26.96,85.05,0.00,0.00,M,30.00,1016.90,3.00,M,OVC,   ,   ,   ,1500.00,M,M,M,M,M,M,M,M,M,M,30.92,METAR KHPN 010256Z 00000KT 3SM -SN BR OVC015 M01/M03 A3000 RMK AO2 SNB33 SLP169 P0000 60000 T10061028 58014
HPN,2010-01-01 03:56,-73.7075,41.0669,30.92,28.04,88.92,0.00,0.00,M,30.00,1016.70,3.00,M,OVC,   ,   ,   ,1500.00,M,M,M,M,M,M,M,M,M,M,30.92,METAR KHPN 010356Z 00000KT 3SM -SN BR OVC015 M01/M02 A3000 RMK AO2 SLP167 P0000 T10061022
HPN,2010-01-01 04:56,-73.7075,41.0669,30.92,28.04,88.92,0.00,0.00,M,29.98,1016.00,3.00,M,OVC,   ,   ,   ,1500.00,M,M,M,M,M,M,M,M,M,M,30.92,METAR KHPN 010456Z 00000KT 3SM -SN BR OVC015 M01/M02 A2998 RMK AO2 SLP160 P0000 T10061022 400061033
HPN,2010-01-01 05:56,-73.7075,41.0669,30.92,28.94,92.26,0.00,0.00,M,29.96,1015.30,3.00,M,OVC,   ,   ,   ,1500.00,M,M,M,-SN BR,M,M,M,M,M,M,30.92,METAR KHPN 010556Z 00000KT 3SM -SN BR OVC015 M01/M02 A2996 RMK AO2 SLP153 P0000 60000 T10061017 11006 21011 58016
HPN,2010-01-01 07:56,-73.7075,41.0669,30.92,28.94,92.26,0.00,0.00,M,29.94,1014.80,3.00,M,OVC,   ,   ,   ,1500.00,M,M,M,BR,M,M,M,M,M,M,30.92,METAR KHPN 010756Z AUTO 00000KT 3SM BR OVC015 M01/M02 A2994 RMK AO2 UPE0659 SLP148 P0000 T10061017 TSNO
HPN,2010-01-01 08:56,-73.7075,41.0669,30.92,28.04,88.92,0.00,0.00,M,29.92,1014.20,3.00,M,OVC,   ,   ,   ,300.00,M,M,M,BR,M,M,M,M,M,M,30.92,METAR KHPN 010856Z 00000KT 3SM BR OVC003 M01/M02 A2992 RMK AO2 UPB03E15SNB35E48 SLP142 P0000 60000 T10061022 58011
HPN,2010-01-01 09:56,-73.7075,41.0669,30.92,28.04,88.92,0.00,0.00,M,29.92,1014.10,3.00,M,OVC,   ,   ,   ,300.00,M,M,M,BR,M,M,M,M,M,M,30.92,METAR KHPN 010956Z 00000KT 3SM BR OVC003 M01/M02 A2992 RMK AO2 SLP141 T10061022
HPN,2010-01-01 11:56,-73.7075,41.0669,30.92,30.02,96.41,0.00,0.00,M,29.91,1013.60,0.25,M,VV ,   ,   ,   ,200.00,M,M,M,FZFG,M,M,M,M,M,M,30.92,METAR KHPN 011156Z 00000KT 1/4SM FZFG VV002 M01/M01 A2991 RMK AO2 SLP136 60000 T10061011 11006 21011 58006
