#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2011-01-01 00:00:00+00:00 2011-12-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
HPN,2011-01-01 00:56,-73.7075,41.0669,37.04,26.96,66.60,300.00,3.00,M,30.13,1021.20,8.00,-99.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,34.45,KHPN 010056Z AUTO 30003KT 8SM CLR 03/M03 A3013 RMK AO2 SLP212 T00281028 TSNO
HPN,2011-01-01 00:56,-73.7075,41.0669,37.04,26.96,66.60,300.00,3.00,M,30.13,1021.20,8.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.45,KHPN 010056Z AUTO 30003KT 8SM CLR 03/M03 A3013 RMK AO2 SLP212 T00281028 TSNO
HPN,2011-01-01 01:56,-73.7075,41.0669,35.96,26.96,69.51,270.00,4.00,M,30.13,1021.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.04,KHPN 010156Z 27004KT 10SM CLR 02/M03 A3013 RMK AO2 SLP212 T00221028
HPN,2011-01-01 01:56,-73.7075,41.0669,35.96,26.96,69.51,270.00,4.00,M,30.13,1021.20,10.00,-99.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,32.04,KHPN 010156Z 27004KT 10SM CLR 02/M03 A3013 RMK AO2 SLP212 T00221028
HPN,2011-01-01 02:56,-73.7075,41.0669,32.00,26.96,81.42,290.00,3.00,M,30.13,1021.20,10.00,-99.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,28.69,KHPN 010256Z 29003KT 10SM CLR 00/M03 A3013 RMK AO2 SLP212 T00001028 56003
HPN,2011-01-01 02:56,-73.7075,41.0669,32.00,26.96,81.42,290.00,3.00,M,30.13,1021.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.69,KHPN 010256Z 29003KT 10SM CLR 00/M03 A3013 RMK AO2 SLP212 T00001028 56003
HPN,2011-01-01 03:56,-73.7075,41.0669,32.00,26.96,81.42,280.00,4.00,M,30.12,1020.70,8.00,-99.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,27.42,KHPN 010356Z 28004KT 8SM CLR 00/M03 A3012 RMK AO2 SLP207 T00001028
HPN,2011-01-01 03:56,-73.7075,41.0669,32.00,26.96,81.42,280.00,4.00,M,30.12,1020.70,8.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.42,KHPN 010356Z 28004KT 8SM CLR 00/M03 A3012 RMK AO2 SLP207 T00001028
HPN,2011-01-01 04:56,-73.7075,41.0669,35.96,26.96,69.51,270.00,4.00,M,30.10,1019.80,8.00,-99.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,32.04,KHPN 010456Z 27004KT 8SM CLR 02/M03 A3010 RMK AO2 SLP198 T00221028 400781039
HPN,2011-01-01 04:56,-73.7075,41.0669,35.96,26.96,69.51,270.00,4.00,M,30.10,1019.80,8.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.04,KHPN 010456Z 27004KT 8SM CLR 02/M03 A3010 RMK AO2 SLP198 T00221028 400781039
HPN,2011-01-01 05:56,-73.7075,41.0669,37.94,26.96,64.29,280.00,4.00,M,30.10,1020.00,7.00,-99.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,34.36,KHPN 010556Z 28004KT 7SM CLR 03/M03 A3010 RMK AO2 SLP200 T00331028 10039 20000 55009
HPN,2011-01-01 05:56,-73.7075,41.0669,37.94,26.96,64.29,280.00,4.00,M,30.10,1020.00,7.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.36,KHPN 010556Z 28004KT 7SM CLR 03/M03 A3010 RMK AO2 SLP200 T00331028 10039 20000 55009
HPN,2011-01-01 06:56,-73.7075,41.0669,35.96,26.96,69.51,270.00,4.00,M,30.10,1019.90,7.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.04,KHPN 010656Z 27004KT 7SM CLR 02/M03 A3010 RMK AO2 SLP199 T00221028
HPN,2011-01-01 07:56,-73.7075,41.0669,32.00,26.06,78.45,300.00,4.00,M,30.11,1020.20,7.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.42,KHPN 010756Z 30004KT 7SM CLR 00/M03 A3011 RMK AO2 SLP202 T00001033
HPN,2011-01-01 08:56,-73.7075,41.0669,30.92,24.98,78.35,290.00,3.00,M,30.10,1019.90,6.00,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,27.45,KHPN 010856Z 29003KT 6SM HZ CLR M01/M04 A3010 RMK AO2 SLP199 T10061039 58002
HPN,2011-01-01 09:56,-73.7075,41.0669,30.02,24.98,81.27,300.00,3.00,M,30.09,1019.80,6.00,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,26.43,KHPN 010956Z 30003KT 6SM HZ CLR M01/M04 A3009 RMK AO2 SLP198 T10111039
HPN,2011-01-01 10:56,-73.7075,41.0669,33.08,26.96,77.96,0.00,0.00,M,30.10,1020.00,6.00,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,33.08,KHPN 011056Z 00000KT 6SM HZ CLR 01/M03 A3010 RMK AO2 SLP200 T00061028
HPN,2011-01-01 11:56,-73.7075,41.0669,30.92,26.06,81.95,0.00,0.00,M,30.09,1019.80,5.00,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,30.92,KHPN 011156Z 00000KT 5SM BR CLR M01/M03 A3009 RMK AO2 SLP198 T10061033 10033 21011 56003
HPN,2011-01-01 12:56,-73.7075,41.0669,33.08,28.04,81.50,0.00,0.00,M,30.10,1019.90,5.00,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,33.08,KHPN 011256Z 00000KT 5SM BR CLR 01/M02 A3010 RMK AO2 SLP199 T00061022
HPN,2011-01-01 13:56,-73.7075,41.0669,37.94,28.94,69.73,0.00,0.00,M,30.11,1020.40,5.00,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,37.94,KHPN 011356Z 00000KT 5SM BR CLR 03/M02 A3011 RMK AO2 SLP204 T00331017
HPN,2011-01-01 14:56,-73.7075,41.0669,42.98,28.94,57.35,0.00,0.00,M,30.10,1020.00,6.00,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,42.98,KHPN 011456Z 00000KT 6SM BR CLR 06/M02 A3010 RMK AO2 SLP200 T00611017 50003
HPN,2011-01-01 15:56,-73.7075,41.0669,46.04,30.02,53.33,150.00,4.00,M,30.10,1019.90,6.00,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,43.82,KHPN 011556Z 15004KT 6SM BR CLR 08/M01 A3010 RMK AO2 SLP199 T00781011
