#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2015-01-01 00:00:00+00:00 2015-12-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
HPN,2015-01-01 00:56,-73.7075,41.0669,21.92,8.96,56.87,0.00,0.00,0.00,30.20,1023.80,10.00,M,BKN,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,21.92,KHPN 010056Z 00000KT 10SM BKN055 M06/M13 A3020 RMK AO2 SLP238 T10561128
HPN,2015-01-01 01:56,-73.7075,41.0669,21.92,8.96,56.87,0.00,0.00,0.00,30.18,1023.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.92,KHPN 010156Z 00000KT 10SM CLR M06/M13 A3018 RMK AO2 SLP231 T10561128
HPN,2015-01-01 02:56,-73.7075,41.0669,21.02,10.04,62.00,0.00,0.00,0.00,30.16,1022.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.02,KHPN 010256Z 00000KT 10SM CLR M06/M12 A3016 RMK AO2 SLP225 T10611122 58016
HPN,2015-01-01 03:56,-73.7075,41.0669,23.00,8.96,54.34,250.00,3.00,0.00,30.14,1021.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.40,KHPN 010356Z 25003KT 10SM CLR M05/M13 A3014 RMK AO2 SLP219 T10501128
HPN,2015-01-01 04:56,-73.7075,41.0669,24.08,8.06,49.87,0.00,0.00,0.00,30.14,1021.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.08,KHPN 010456Z 00000KT 10SM CLR M04/M13 A3014 RMK AO2 SLP217 T10441133 410111067
HPN,2015-01-01 05:56,-73.7075,41.0669,23.00,6.08,47.70,M,3.00,0.00,30.10,1020.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.40,KHPN 010556Z VRB03KT 10SM CLR M05/M14 A3010 RMK AO2 SLP204 T10501144 11044 21061 58020
HPN,2015-01-01 06:56,-73.7075,41.0669,24.08,6.98,47.49,250.00,5.00,0.00,30.10,1020.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16.99,KHPN 010656Z 25005KT 10SM CLR M04/M14 A3010 RMK AO2 SLP203 T10441139
HPN,2015-01-01 07:56,-73.7075,41.0669,23.00,6.98,49.69,260.00,6.00,0.00,30.09,1019.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.69,KHPN 010756Z 26006KT 10SM CLR M05/M14 A3009 RMK AO2 SLP199 T10501139
HPN,2015-01-01 08:56,-73.7075,41.0669,23.00,6.08,47.70,M,5.00,0.00,30.09,1019.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.71,KHPN 010856Z VRB05KT 10SM CLR M05/M14 A3009 RMK AO2 SLP199 T10501144 58005
HPN,2015-01-01 09:56,-73.7075,41.0669,23.00,6.08,47.70,260.00,5.00,0.00,30.09,1020.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.71,KHPN 010956Z 26005KT 10SM CLR M05/M14 A3009 RMK AO2 SLP202 T10501144
HPN,2015-01-01 10:56,-73.7075,41.0669,21.92,6.08,49.92,260.00,3.00,0.00,30.11,1021.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.17,KHPN 011056Z 26003KT 10SM CLR M06/M14 A3011 RMK AO2 SLP210 T10561144
HPN,2015-01-01 11:56,-73.7075,41.0669,21.92,3.92,45.22,M,3.00,0.00,30.11,1020.90,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,17.17,KHPN 011156Z VRB03KT 10SM FEW060 M06/M16 A3011 RMK AO2 SLP209 T10561156 11044 21061 50009
HPN,2015-01-01 12:56,-73.7075,41.0669,24.08,3.92,41.30,M,5.00,0.00,30.12,1021.10,10.00,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,16.99,KHPN 011256Z VRB05KT 10SM FEW040 M04/M16 A3012 RMK AO2 SLP211 T10441156
HPN,2015-01-01 13:56,-73.7075,41.0669,26.06,3.92,38.03,250.00,7.00,0.00,30.13,1021.30,10.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.54,KHPN 011356Z 25007G15KT 10SM CLR M03/M16 A3013 RMK AO2 SLP213 T10331156
HPN,2015-01-01 14:56,-73.7075,41.0669,26.96,3.92,36.64,240.00,10.00,0.00,30.14,1021.70,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16.65,KHPN 011456Z 24010G18KT 10SM CLR M03/M16 A3014 RMK AO2 SLP217 T10281156 53009
HPN,2015-01-01 15:56,-73.7075,41.0669,28.94,5.00,35.50,270.00,9.00,0.00,30.10,1020.20,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,26.00,280.00,2015-01-01 15:42,19.71,KHPN 011556Z 27009G21KT 10SM CLR M02/M15 A3010 RMK AO2 PK WND 28026/1542 PRESFR SLP202 T10171150
HPN,2015-01-01 16:56,-73.7075,41.0669,30.02,5.00,33.97,250.00,10.00,0.00,30.06,1018.90,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.49,KHPN 011656Z 25010G17KT 210V270 10SM CLR M01/M15 A3006 RMK AO2 SLP189 T10111150
HPN,2015-01-01 17:56,-73.7075,41.0669,32.00,5.00,31.35,260.00,9.00,0.00,30.01,1017.30,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.51,KHPN 011756Z 26009G19KT 10SM CLR 00/M15 A3001 RMK AO2 SLP173 T00001150 10000 21056 58042
HPN,2015-01-01 18:56,-73.7075,41.0669,33.98,6.98,31.69,250.00,11.00,0.0001,29.97,1016.00,10.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.97,KHPN 011856Z 25011G15KT 10SM CLR 01/M14 A2997 RMK AO2 RAB32E39 SLP160 P0000 T00111139
