#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2008-01-01 00:00:00+00:00 2008-12-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
HPN,2008-01-01 01:56,-73.7075,41.0669,33.98,24.98,69.28,M,3.00,M,30.10,1019.90,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,30.95,METAR KHPN 010156Z VRB03KT 10SM CLR 01/M04 A3010 RMK AO2 SLP199 T00111039
HPN,2008-01-01 02:56,-73.7075,41.0669,28.94,24.08,81.80,0.00,0.00,M,30.10,1019.90,9.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,28.94,METAR KHPN 010256Z 00000KT 9SM CLR M02/M04 A3010 RMK AO2 SLP199 T10171044 58002
HPN,2008-01-01 03:56,-73.7075,41.0669,28.04,23.00,81.11,0.00,0.00,M,30.12,1020.70,9.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,28.04,METAR KHPN 010356Z 00000KT 9SM CLR M02/M05 A3012 RMK AO2 SLP207 T10221050
HPN,2008-01-01 04:56,-73.7075,41.0669,28.94,24.08,81.80,320.00,3.00,M,30.10,1020.10,7.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,25.19,METAR KHPN 010456Z 32003KT 7SM CLR M02/M04 A3010 RMK AO2 SLP201 T10171044 400611022
HPN,2008-01-01 06:56,-73.7075,41.0669,28.04,24.08,84.87,0.00,0.00,M,30.11,1020.30,6.00,M,CLR,   ,   ,   ,M,M,M,M,BR,M,M,M,M,M,M,28.04,METAR KHPN 010656Z 00000KT 6SM BR CLR M02/M04 A3011 RMK AO2 SLP203 T10221044
HPN,2008-01-01 07:56,-73.7075,41.0669,26.96,21.92,81.03,0.00,0.00,M,30.10,1019.90,6.00,M,CLR,   ,   ,   ,M,M,M,M,HZ,M,M,M,M,M,M,26.96,METAR KHPN 010756Z 00000KT 6SM HZ CLR M03/M06 A3010 RMK AO2 SLP199 T10281056
HPN,2008-01-01 08:56,-73.7075,41.0669,28.04,24.08,84.87,110.00,4.00,M,30.08,1019.30,6.00,M,CLR,   ,   ,   ,M,M,M,M,BR,M,M,M,M,M,M,22.80,METAR KHPN 010856Z 11004KT 6SM BR CLR M02/M04 A3008 RMK AO2 SLP193 T10221044 58010
HPN,2008-01-01 09:56,-73.7075,41.0669,26.96,24.98,92.12,120.00,3.00,M,30.05,1018.30,5.00,M,CLR,   ,   ,   ,M,M,M,M,BR,M,M,M,M,M,M,22.93,METAR KHPN 010956Z 12003KT 5SM BR CLR M03/M04 A3005 RMK AO2 SLP183 T10281039
HPN,2008-01-01 10:56,-73.7075,41.0669,30.02,26.06,85.00,100.00,5.00,M,30.00,1016.80,6.00,M,CLR,   ,   ,   ,M,M,M,M,BR,M,M,M,M,M,M,24.04,METAR KHPN 011056Z 10005KT 6SM BR CLR M01/M03 A3000 RMK AO2 SLP168 T10111033
HPN,2008-01-01 11:56,-73.7075,41.0669,33.08,28.04,81.50,110.00,11.00,M,29.95,1015.00,8.00,M,BKN,   ,   ,   ,6000.00,M,M,M,M,M,M,M,M,M,M,23.83,METAR KHPN 011156Z 11011KT 8SM BKN060 01/M02 A2995 RMK AO2 SLP150 T00061022 10006 21039 58043
HPN,2008-01-01 12:56,-73.7075,41.0669,35.96,30.92,81.72,120.00,11.00,M,29.89,1013.00,9.00,M,BKN,   ,   ,   ,2000.00,M,M,M,M,M,M,M,M,M,M,27.47,METAR KHPN 011256Z AUTO 12011KT 9SM BKN020 02/M01 A2989 RMK AO2 SLP130 T00221006 TSNO
HPN,2008-01-01 13:56,-73.7075,41.0669,39.02,33.98,81.95,120.00,10.00,M,29.85,1011.30,8.00,M,BKN,OVC,   ,   ,2000.00,4100.00,M,M,-RA,M,M,M,M,M,M,31.77,METAR KHPN 011356Z 12010KT 8SM -RA BKN020 OVC041 04/01 A2985 RMK AO2 RAB22 SLP113 P0000 T00390011
HPN,2008-01-01 14:56,-73.7075,41.0669,39.92,35.96,85.61,160.00,12.00,0.02,29.83,1010.80,4.00,M,OVC,   ,   ,   ,1100.00,M,M,M,-RA BR,M,M,M,M,M,M,32.08,METAR KHPN 011456Z 16012KT 4SM -RA BR OVC011 04/02 A2983 RMK AO2 SLP108 P0002 60002 T00440022 56042
HPN,2008-01-01 15:56,-73.7075,41.0669,41.00,37.94,88.76,170.00,11.00,0.08,29.79,1009.60,2.00,M,BKN,OVC,   ,   ,700.00,2000.00,M,M,RA BR,M,M,M,M,M,M,33.84,METAR KHPN 011556Z 17011KT 2SM RA BR BKN007 OVC020 05/03 A2979 RMK AO2 CIG 006V011 SLP096 P0008 T00500033
HPN,2008-01-01 16:56,-73.7075,41.0669,42.08,39.02,88.81,170.00,6.00,0.12,29.73,1007.40,4.00,M,FEW,BKN,   ,   ,700.00,5000.00,M,M,-RA BR,M,M,M,M,M,M,37.67,METAR KHPN 011656Z 17006KT 4SM -RA BR FEW007 BKN050 06/04 A2973 RMK AO2 SLP074 P0012 T00560039
HPN,2008-01-01 17:56,-73.7075,41.0669,44.06,41.00,88.90,0.00,0.00,M,29.69,1006.00,5.00,M,BKN,OVC,   ,   ,2000.00,5000.00,M,M,BR,M,M,M,M,M,M,44.06,METAR KHPN 011756Z 00000KT 5SM BR BKN020 OVC050 07/05 A2969 RMK AO2 RAE01 SLP060 P0000 60022 T00670050 10067 20006 58046
HPN,2008-01-01 18:56,-73.7075,41.0669,44.06,39.02,82.31,260.00,8.00,M,29.68,1005.70,9.00,M,SCT,BKN,   ,   ,2500.00,5000.00,M,M,M,M,M,M,M,M,M,38.97,METAR KHPN 011856Z 26008KT 9SM SCT025 BKN050 07/04 A2968 RMK AO2 RAB28E45 SLP057 P0000 T00670039
HPN,2008-01-01 19:56,-73.7075,41.0669,44.06,33.08,65.07,280.00,8.00,M,29.67,1005.20,10.00,M,SCT,BKN,   ,   ,2500.00,5000.00,M,M,M,M,M,M,M,M,M,38.97,METAR KHPN 011956Z 28008KT 10SM SCT025 BKN050 07/01 A2967 RMK AO2 SLP052 T00670006
HPN,2008-01-01 20:56,-73.7075,41.0669,44.06,28.94,55.02,280.00,9.00,M,29.67,1005.30,10.00,M,SCT,   ,   ,   ,7000.00,M,M,M,M,M,M,M,M,M,M,38.51,METAR KHPN 012056Z 28009KT 10SM SCT070 07/M02 A2967 RMK AO2 SLP053 60000 T00671017 55007
HPN,2008-01-01 21:56,-73.7075,41.0669,42.08,26.96,54.73,290.00,10.00,M,29.67,1005.40,10.00,M,FEW,BKN,   ,   ,4600.00,5500.00,M,M,M,M,M,M,M,M,M,35.61,METAR KHPN 012156Z 29010KT 10SM FEW046 BKN055 06/M03 A2967 RMK AO2 SLP054 T00561028
HPN,2008-01-01 22:56,-73.7075,41.0669,39.92,23.00,50.46,280.00,8.00,M,29.68,1005.80,10.00,M,BKN,   ,   ,   ,6000.00,M,M,M,M,M,M,M,M,M,M,33.87,METAR KHPN 012256Z 28008KT 10SM BKN060 04/M05 A2968 RMK AO2 SLP058 T00441050
HPN,2008-01-01 23:56,-73.7075,41.0669,39.92,21.02,46.41,280.00,9.00,M,29.68,1005.80,10.00,17.00,BKN,   ,   ,   ,6500.00,M,M,M,M,M,M,M,M,M,M,33.36,METAR KHPN 012356Z 28009G17KT 10SM BKN065 04/M06 A2968 RMK AO2 SLP058 60000 T00441061 10072 20044 53005
HPN,2008-01-02 00:56,-73.7075,41.0669,39.02,21.02,48.07,260.00,8.00,M,29.69,1005.80,10.00,M,SCT,   ,   ,   ,7000.00,M,M,M,M,M,M,M,M,M,M,32.76,METAR KHPN 020056Z 26008KT 10SM SCT070 04/M06 A2969 RMK AO2 SLP058 T00391061
HPN,2008-01-02 01:56,-73.7075,41.0669,37.94,21.02,50.14,270.00,12.00,M,29.68,1005.40,10.00,M,BKN,   ,   ,   ,6000.00,M,M,M,M,M,M,M,M,M,M,29.56,METAR KHPN 020156Z 27012KT 10SM BKN060 03/M06 A2968 RMK AO2 SLP054 T00331061
HPN,2008-01-02 02:56,-73.7075,41.0669,37.04,21.02,51.95,270.00,10.00,M,29.67,1005.10,10.00,17.00,SCT,   ,   ,   ,6000.00,M,M,M,M,M,M,M,M,M,M,29.29,METAR KHPN 020256Z 27010G17KT 240V300 10SM SCT060 03/M06 A2967 RMK AO2 SLP051 T00281061 58006
HPN,2008-01-02 03:56,-73.7075,41.0669,35.96,21.02,54.21,260.00,6.00,M,29.65,1004.60,10.00,M,SCT,   ,   ,   ,6500.00,M,M,M,M,M,M,M,M,M,M,30.30,METAR KHPN 020356Z 26006KT 10SM SCT065 02/M06 A2965 RMK AO2 SLP046 T00221061
HPN,2008-01-02 04:56,-73.7075,41.0669,35.96,21.92,56.32,M,3.00,M,29.65,1004.50,10.00,M,BKN,   ,   ,   ,4000.00,M,M,M,M,M,M,M,M,M,M,33.22,METAR KHPN 020456Z VRB03KT 10SM BKN040 02/M06 A2965 RMK AO2 SLP045 T00221056 400721039
HPN,2008-01-02 05:56,-73.7075,41.0669,33.98,21.92,60.93,270.00,9.00,M,29.63,1004.00,10.00,M,BKN,   ,   ,   ,5000.00,M,M,M,M,M,M,M,M,M,M,25.98,METAR KHPN 020556Z 27009KT 10SM BKN050 01/M06 A2963 RMK AO2 SLP040 T00111056 10039 20011 58011
HPN,2008-01-02 06:56,-73.7075,41.0669,33.98,21.92,60.93,270.00,9.00,M,29.63,1003.90,10.00,M,BKN,   ,   ,   ,5500.00,M,M,M,M,M,M,M,M,M,M,25.98,METAR KHPN 020656Z 27009KT 10SM BKN055 01/M06 A2963 RMK AO2 SLP039 T00111056
HPN,2008-01-02 07:56,-73.7075,41.0669,33.98,21.92,60.93,270.00,11.00,M,29.64,1004.10,10.00,M,BKN,   ,   ,   ,3700.00,M,M,M,M,M,M,M,M,M,M,24.97,METAR KHPN 020756Z 27011KT 10SM BKN037 01/M06 A2964 RMK AO2 SLP041 T00111056
HPN,2008-01-02 08:56,-73.7075,41.0669,33.08,19.94,58.08,300.00,12.00,M,29.64,1004.20,10.00,24.00,BKN,   ,   ,   ,3800.00,M,M,M,M,M,M,M,M,M,M,23.38,METAR KHPN 020856Z 30012G24KT 10SM BKN038 01/M07 A2964 RMK AO2 SLP042 T00061067 53002
HPN,2008-01-02 09:56,-73.7075,41.0669,32.00,19.94,60.66,300.00,16.00,M,29.65,1004.60,10.00,22.00,BKN,   ,   ,   ,3500.00,M,M,M,M,M,M,M,M,M,M,20.42,METAR KHPN 020956Z 30016G22KT 10SM BKN035 00/M07 A2965 RMK AO2 SLP046 T00001067
HPN,2008-01-02 10:56,-73.7075,41.0669,30.92,17.96,58.21,300.00,15.00,M,29.67,1005.50,10.00,20.00,BKN,   ,   ,   ,3800.00,M,M,M,M,M,M,M,M,M,M,19.38,METAR KHPN 021056Z 30015G20KT 10SM BKN038 M01/M08 A2967 RMK AO2 SLP055 T10061078
HPN,2008-01-02 11:56,-73.7075,41.0669,30.02,17.96,60.38,310.00,13.00,M,29.70,1006.40,10.00,M,BKN,   ,   ,   ,4000.00,M,M,M,M,M,M,M,M,M,M,19.03,METAR KHPN 021156Z 31013KT 10SM BKN040 M01/M08 A2970 RMK AO2 SLP064 70022 T10111078 10017 21011 53020
HPN,2008-01-02 12:56,-73.7075,41.0669,28.94,17.06,60.69,310.00,13.00,M,29.73,1007.50,10.00,19.00,BKN,BKN,   ,   ,3500.00,7000.00,M,M,M,M,M,M,M,M,M,17.65,METAR KHPN 021256Z 31013G19KT 10SM BKN035 BKN070 M02/M08 A2973 RMK AO2 SLP075 T10171083
HPN,2008-01-02 13:56,-73.7075,41.0669,28.94,15.08,55.69,320.00,12.00,M,29.76,1008.60,10.00,M,BKN,   ,   ,   ,3200.00,M,M,M,M,M,M,M,M,M,M,18.11,METAR KHPN 021356Z AUTO 32012KT 10SM BKN032 M02/M09 A2976 RMK AO2 SLP086 T10171094
HPN,2008-01-02 14:56,-73.7075,41.0669,28.94,15.98,57.92,340.00,10.00,M,29.80,1009.80,10.00,M,BKN,   ,   ,   ,3200.00,M,M,M,M,M,M,M,M,M,M,19.13,METAR KHPN 021456Z 34010KT 10SM BKN032 M02/M09 A2980 RMK AO2 SLP098 T10171089 53033
HPN,2008-01-02 15:56,-73.7075,41.0669,28.94,15.98,57.92,350.00,14.00,M,29.81,1010.20,10.00,22.00,BKN,BKN,   ,   ,3200.00,8500.00,M,M,M,M,M,M,M,M,M,17.22,METAR KHPN 021556Z 35014G22KT 10SM BKN032 BKN085 M02/M09 A2981 RMK AO2 SLP102 T10171089
HPN,2008-01-02 16:56,-73.7075,41.0669,30.02,14.00,50.84,360.00,14.00,M,29.82,1010.40,10.00,M,SCT,   ,   ,   ,3400.00,M,M,M,M,M,M,M,M,M,M,18.61,METAR KHPN 021656Z 36014KT 10SM SCT034 M01/M10 A2982 RMK AO2 SLP104 T10111100
HPN,2008-01-02 17:56,-73.7075,41.0669,30.02,12.02,46.59,330.00,19.00,M,29.83,1011.10,10.00,24.00,SCT,SCT,   ,   ,3000.00,7000.00,M,M,M,M,M,M,M,M,M,16.82,METAR KHPN 021756Z 33019G24KT 10SM SCT030 SCT070 M01/M11 A2983 RMK AO2 SLP111 T10111111 11006 21022 53012
